E 19 F DC 57.4 1.0 13.07
E 28 F DC 54.3 1.0 13.17
O 37 M AC 83.8 1.3 13.18
O 27 M DC 91.1 1.4 13.22
O 42 F AC 63.8 1.1 13.25
E 30 M DC 68.2 1.1 13.27
O 20 M DC 82.6 1.3 13.30
E 21 F AC 54.3 1.0 13.33
O 54 M AC 85.7 1.3 13.37
O 25 F DC 55.7 1.0 13.38
E 26 F AC 60.5 1.0 13.42
O 33 M AC 88.4 1.4 13.47
O 33 M DC 75.2 1.2 13.52
O 31 M DC 82.9 1.3 13.52
E 20 F AC 57.2 1.0 13.53
E 19 F AC 53.9 1.0 13.55
O 45 M AC 96.3 1.5 13.57
E 20 M AC 84.6 1.3 13.58
E 23 M AC 71.6 1.2 13.58
E 23 M AC 57.4 1.0 13.60
E 18 M AC 88.9 1.4 13.60
O 41 M AC 83.4 1.3 13.63
O 48 F AC 58.7 1.0 13.63
O 42 F AC 76.6 1.2 13.67
E 21 F DC 66.0 1.1 13.68
E 24 M DC 86.4 1.3 13.70
E 22 F DC 54.5 1.0 13.70
E 24 M AC 56.0 1.0 13.72
E 23 M AC 95.6 1.4 12.97
E 23 M AC 77.5 1.2 12.97
E 18 M AC 75.9 1.2 13.05
O 28 M DC 62.2 1.1 13.07
E 25 M AC 102.8 1.5 13.13
E 23 M AC 63.0 1.1 13.15
O 32 F AC 57.4 1.0 13.17
E 21 F AC 78.1 1.2 13.18
E 18 M AC 81.5 1.3 13.20
E 18 F AC 53.0 1.0 13.20
E 21 M AC 63.8 1.1 13.22
E 21 F AC 54.4 1.0 13.22
E 23 M AC 66.3 1.1 13.23
E 23 M AC 70.1 1.1 13.25
E 23 M AC 68.5 1.1 13.30
E 20 M AC 72.2 1.2 13.33
O 28 F AC 47.4 0.9 13.37
O 29 F AC 58.0 1.0 13.40
O 33 F AC 51.1 0.9 13.43
O 18 M DC 69.4 1.1 13.45
E 19 F DC 57.9 1.0 13.45
E 18 F AC 58.8 1.0 13.48
E 19 M AC 82.1 1.3 13.50
E 19 F AC 61.6 1.1 13.50
E 18 F DC 52.3 1.0 13.63
E 18 M AC 79.0 1.2 13.65
E 18 M AC 57.4 1.0 13.67
E 18 F AC 62.2 1.1 13.67
O 47 F DC 59.6 1.0 13.72
O 42 M AC 110.4 1.6 13.77
O 19 F AC 55.4 1.0 13.80
E 20 F DC 49.8 0.9 13.82
E 23 F DC 54.0 1.0 13.85
E 18 F AC 65.4 1.1 12.97
E 18 F AC 51.7 1.0 12.98
E 18 F AC 49.7 0.9 12.98
E 18 F AC 62.3 1.1 13.02
E 26 M AC 63.3 1.1 13.03
O 32 F AC 52.7 1.0 13.05
E 18 M AC 72.9 1.2 13.07
E 19 F AC 51.3 0.9 13.07
E 18 F AC 65.8 1.1 13.15
E 18 M AC 69.8 1.1 13.18
E 24 M AC 79.2 1.3 13.22
E 25 M AC 83.2 1.3 13.23
E 22 M AC 75.6 1.2 13.23
E 18 M DC 69.7 1.1 13.25
E 19 M DC 85.9 1.3 13.27
E 18 M DC 72.4 1.2 13.27
E 22 M AC 75.4 1.2 13.28
E 21 F AC 60.8 1.0 13.30
E 22 F AC 79.8 1.3 13.32
E 19 F AC 69.5 1.1 13.32
E 19 F AC 65.1 1.1 13.33
E 21 M DC 72.4 1.2 13.35
E 20 F AC 50.7 0.9 13.37
E 19 M AC 70.4 1.2 13.40
E 20 F AC 60.5 1.0 13.40
E 25 M DC 76.2 1.2 13.45
E 23 M DC 73.6 1.2 13.47
O 39 M AC 72.9 1.2 13.48
E 18 M AC 64.0 1.1 13.53
